tensor	shape	abs_err_l2	rel_err_l2	abs_err_l1	rel_err_l1	max_diff	cos_sim	mismatch_count	mismatch_rate
wo_bias.bin	1x1x128	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0
wo_bias_grad.bin	1x1x128	6.617444887524471e-05	0.012214542790468335	0.0005801878869533539	0.012095655891412482	2.288818359375e-05	0.9999857900035468	0	0.0
wo_weight.bin	128x128	0.0	0.0	0.0	0.0	0.0	1.0000045959933228	0	0.0
wo_weight_grad.bin	128x128	0.00012397301907185465	0.021622766481180077	0.010648967698216438	0.02212317306001146	7.62939453125e-06	0.9999836576725305	0	0.0
wq_bias.bin	1x1x128	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0
wq_bias_grad.bin	1x1x128	1.1825445653812494e-06	0.029784040801861027	1.048488775268197e-05	0.02966879725330174	2.980232238769531e-07	0.9999680368146017	0	0.0
wq_weight.bin	128x128	0.0	0.0	0.0	0.0	0.0	1.0000044356008384	0	0.0
wq_weight_grad.bin	128x128	4.4800308387493715e-06	0.028682255056034552	0.0004194446373730898	0.028619690639300772	2.086162567138672e-07	0.9999623455133058	0	0.0
wv_bias.bin	1x1x128	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0
wv_bias_grad.bin	1x1x128	2.8687982194242068e-05	0.02356504635999278	0.0002636909484863281	0.023049109606296303	5.7220458984375e-06	0.9999770725187592	0	0.0
wv_weight.bin	128x128	0.0	0.0	0.0	0.0	0.0	1.000004282728617	0	0.0
wv_weight_grad.bin	128x128	7.926469697849825e-05	0.02584883827578227	0.007188273593783379	0.025885115436249814	3.814697265625e-06	0.9999779467008038	0	0.0
